;COUNTYFP;STATEFP;Geo Point;NAME;STATE_NAME
449;99;30;47.8371764984,-112.240577354;Teton;Montana
450;53;37;36.3672994836,-75.936949201;Currituck;North Carolina
451;29;18;39.1451918976,-84.973258532;Dearborn;Indiana
452;137;39;41.0220807271,-84.131731929;Putnam;Ohio
453;411;48;31.1551977348,-98.8175760649;San Saba;Texas
454;185;21;38.3994422236,-85.4483655316;Oldham;Kentucky
455;65;38;47.1152751471,-101.340308333;Oliver;North Dakota
456;27;50;43.5800235908,-72.5861605978;Windsor;Vermont
457;1;15;19.6023968175,-155.522885864;Hawaii;Hawaii
458;83;26;47.7152823036,-88.2521508057;Keweenaw;Michigan
459;65;45;33.8995497978,-82.3098783777;McCormick;South Carolina
460;61;30;47.1471983625,-114.998338744;Mineral;Montana
461;133;18;39.6662617907,-86.8449997676;Putnam;Indiana
462;317;13;33.7819451825,-82.743226753;Wilkes;Georgia
463;35;13;33.2878507429,-83.9571695116;Butts;Georgia
464;69;38;48.2496100861,-99.9718051015;Pierce;North Dakota
465;187;13;34.5721889489,-84.0026558339;Lumpkin;Georgia
466;199;51;37.2380515699,-76.4425351607;York;Virginia
467;73;26;43.6406015599,-84.8467965535;Isabella;Michigan
468;45;47;36.059057801,-89.4137659493;Dyer;Tennessee
469;21;25;42.1709806276,-71.1838291807;Norfolk;Massachusetts
470;67;53;46.9296269068,-122.832293746;Thurston;Washington
471;47;37;34.2656450828,-78.6550308717;Columbus;North Carolina
472;441;48;32.3014720068,-99.8901220928;Taylor;Texas
473;189;19;43.3775677756,-93.7341954719;Winnebago;Iowa
474;505;48;27.0007781554,-99.1686127905;Zapata;Texas
475;19;21;38.3595724655,-82.6877258112;Boyd;Kentucky
476;101;47;35.5272807264,-87.4930956193;Lewis;Tennessee
477;810;51;36.7777632303,-76.0163281416;Virginia Beach;Virginia
478;3;44;41.6733545588,-71.5790218623;Kent;Rhode Island
479;143;29;36.5946453006,-89.6518318853;New Madrid;Missouri
480;59;53;46.022994757,-121.91478015;Skamania;Washington
481;109;8;38.0805527548,-106.281555562;Saguache;Colorado
482;77;48;33.7855310388,-98.2085033047;Clay;Texas
483;177;48;29.4567333341,-97.4925237545;Gonzales;Texas
484;129;12;30.1477719789,-84.3756074885;Wakulla;Florida
485;127;12;29.0634475051,-81.1485743573;Volusia;Florida
486;113;5;34.4858849277,-94.2280604373;Polk;Arkansas
487;69;18;40.8292399575,-85.4881722777;Huntington;Indiana
488;99;18;41.3248489608,-86.2617612923;Marshall;Indiana
489;45;27;43.6739971693,-92.0901672654;Fillmore;Minnesota
490;1;23;44.1658484298,-70.206444997;Androscoggin;Maine
491;35;41;42.6864089427,-121.650120994;Klamath;Oregon
492;75;36;43.4638832499,-76.2086867847;Oswego;New York
493;167;51;36.9338705281,-82.0953569204;Russell;Virginia
494;510;51;38.8184535854,-77.0862060584;Alexandria;Virginia
495;67;6;38.4493208547,-121.344253814;Sacramento;California
496;9;6;38.204606803,-120.554132098;Calaveras;California
497;9;33;43.940666315,-71.8207197904;Grafton;New Hampshire
498;81;47;35.8032506791,-87.4733082278;Hickman;Tennessee
499;77;36;42.6337635679,-75.0326059513;Otsego;New York
500;201;21;38.5188144389,-84.0520241975;Robertson;Kentucky
501;89;47;36.0509841883,-83.4463116121;Jefferson;Tennessee
502;85;8;38.4021560325,-108.269451135;Montrose;Colorado
503;760;51;37.5294416201,-77.475587955;Richmond;Virginia
504;55;22;30.2067729534,-92.0638821244;Lafayette;Louisiana
505;237;48;33.2334606021,-98.1724585828;Jack;Texas
506;13;24;39.5628541642,-77.0225227247;Carroll;Maryland
507;31;53;47.7764366569,-123.576473816;Jefferson;Washington
508;97;38;47.4541905541,-97.1615544591;Traill;North Dakota
509;177;29;39.3524140547,-93.9898835294;Ray;Missouri
510;125;28;32.8797230696,-90.8132149241;Sharkey;Mississippi
511;750;51;37.1228911509,-80.5587490523;Radford;Virginia
512;5;72;18.4802902221,-67.1447198452;Aguadilla;Puerto Rico
513;119;18;39.3128100483,-86.8376542268;Owen;Indiana
514;13;53;46.2974982725,-117.907842238;Columbia;Washington
515;171;20;38.482169359,-100.906858956;Scott;Kansas
516;71;1;34.7794159964,-85.9993005443;Jackson;Alabama
517;197;21;37.8311453235,-83.823774583;Powell;Kentucky
518;57;39;39.6914804501,-83.8898867514;Greene;Ohio
519;187;48;29.583050959,-97.9485847382;Guadalupe;Texas
520;29;53;48.162897037,-122.575262954;Island;Washington
521;177;19;40.7532343253,-91.9499782974;Van Buren;Iowa
522;89;42;41.0580656247,-75.3395154572;Monroe;Pennsylvania
523;101;5;35.9199743544,-93.2178669264;Newton;Arkansas
524;17;16;48.3000250033,-116.601061373;Bonner;Idaho
525;47;13;34.9036574214,-85.1382470065;Catoosa;Georgia
526;11;16;43.2165580516,-112.398078523;Bingham;Idaho
527;105;38;48.3436752481,-103.48018589;Williams;North Dakota
528;5;46;44.4144805031,-98.2781096129;Beadle;South Dakota
529;7;38;47.0235840907,-103.376304933;Billings;North Dakota
530;211;13;33.5908249244,-83.4923823005;Morgan;Georgia
531;7;30;46.3324239679,-111.495486653;Broadwater;Montana
532;53;49;37.2804061385,-113.504711207;Washington;Utah
533;135;13;33.9617197861,-84.0236132972;Gwinnett;Georgia
534;51;53;48.5323201664,-117.274001478;Pend Oreille;Washington
535;17;51;38.0586888264,-79.7410619159;Bath;Virginia
536;53;30;48.5424784918,-115.405080861;Lincoln;Montana
537;229;48;31.4561406891,-105.386456079;Hudspeth;Texas
538;57;26;43.2927326789,-84.6049110538;Gratiot;Michigan
539;21;5;36.3683942057,-90.4173835629;Clay;Arkansas
540;109;54;37.6096118283,-81.5491772356;Wyoming;West Virginia
541;85;29;37.9407856984,-93.3207208702;Hickory;Missouri
542;101;39;40.5871850985,-83.1609033358;Marion;Ohio
543;11;6;39.177573113,-122.237029616;Colusa;California
544;159;18;40.3113452381,-86.0518589748;Tipton;Indiana
545;155;27;45.7721844848,-96.4716413553;Traverse;Minnesota
546;143;37;36.1772228503,-76.4076199893;Perquimans;North Carolina
547;81;22;32.0931465237,-93.3398791457;Red River;Louisiana
548;207;48;33.1782312871,-99.7303000091;Haskell;Texas
549;83;40;35.9193387894,-97.4433173291;Logan;Oklahoma
550;23;22;29.8468719706,-93.1988964755;Cameron;Louisiana
551;221;48;32.4299283238,-97.8322675076;Hood;Texas
552;117;46;44.4123213669,-100.735943173;Stanley;South Dakota
553;25;1;31.6766595802,-87.8308098507;Clarke;Alabama
554;65;13;30.9149468971,-82.7062370645;Clinch;Georgia
555;35;19;42.7356225783,-95.6238053959;Cherokee;Iowa
556;77;5;34.7806229431,-90.7820673213;Lee;Arkansas
557;239;13;31.8673305599,-85.0187841576;Quitman;Georgia
558;5;9;41.7924983178,-73.2453207905;Litchfield;Connecticut
559;185;2;69.3634118461,-153.510605515;North Slope;Alaska
560;15;23;43.997787332,-69.5257592569;Lincoln;Maine
561;830;51;37.2691767895,-76.707596151;Williamsburg;Virginia
562;135;48;31.8691725205,-102.542749193;Ector;Texas
563;199;37;35.8989479924,-82.3076279784;Yancey;North Carolina
564;17;48;34.0685270235,-102.829913123;Bailey;Texas
565;173;21;38.0335228018,-83.913088975;Montgomery;Kentucky
566;3;17;37.191593361,-89.3376041231;Alexander;Illinois
567;83;16;42.3558758962,-114.667148472;Twin Falls;Idaho
568;55;26;44.7162390791,-85.5522032462;Grand Traverse;Michigan
569;41;20;38.8665005829,-97.152702787;Dickinson;Kansas
570;129;40;35.6883600988,-99.6957077129;Roger Mills;Oklahoma
571;39;45;34.3951111298,-81.1212291623;Fairfield;South Carolina
572;75;72;17.9972184165,-66.4903715317;Juana Díaz;Puerto Rico
573;121;8;39.9710617874,-103.201252881;Washington;Colorado
574;33;48;32.74369415,-101.431748795;Borden;Texas
575;131;20;39.7834476063,-96.0141016624;Nemaha;Kansas
576;5;6;38.446389504,-120.651115621;Amador;California
577;125;5;34.6466183905,-92.676575561;Saline;Arkansas
578;119;20;37.2381964095,-100.36618026;Meade;Kansas
579;71;30;48.2591824926,-107.913235675;Phillips;Montana
580;37;46;45.367151587,-97.6074090049;Day;South Dakota
581;1;18;40.7456599313,-84.9366547189;Adams;Indiana
582;11;22;30.6484687349,-93.343338993;Beauregard;Louisiana
583;1;48;31.8133256702,-95.6525471812;Anderson;Texas
584;33;51;38.0267183008,-77.3470467441;Caroline;Virginia
585;51;46;45.1719349421,-96.7676947106;Grant;South Dakota
586;129;42;40.31072723,-79.4669607014;Westmoreland;Pennsylvania
587;135;27;48.7751394251,-95.8108171586;Roseau;Minnesota
588;37;37;35.7025721296,-79.2552758614;Chatham;North Carolina
589;265;48;30.0614838052,-99.3501597562;Kerr;Texas
590;17;28;33.9207998598,-88.9478637891;Chickasaw;Mississippi
591;49;13;30.7817272016,-82.1376881412;Charlton;Georgia
592;55;16;47.6743566297,-116.701762031;Kootenai;Idaho
593;41;48;30.6607989734,-96.3023849451;Brazos;Texas
594;69;37;36.0827733527,-78.2856965824;Franklin;North Carolina
595;59;30;46.5982240782,-110.885661385;Meagher;Montana
596;89;51;36.6827726796,-79.873952503;Henry;Virginia
597;163;26;42.2847454761,-83.2611328686;Wayne;Michigan
598;145;39;38.803961942,-82.992831025;Scioto;Ohio
599;27;47;36.55115711,-85.543859188;Clay;Tennessee
600;177;21;37.2157922672,-87.142041664;Muhlenberg;Kentucky
601;86;12;25.6089674858,-80.4986673175;Miami-Dade;Florida
602;9;51;37.6047919172,-79.1451431275;Amherst;Virginia
603;73;72;18.2106459126,-66.588445334;Jayuya;Puerto Rico
604;149;48;29.8767867938,-96.919761718;Fayette;Texas
605;477;48;30.2145304261,-96.4034437639;Washington;Texas
606;23;42;41.4368044101,-78.2037773985;Cameron;Pennsylvania
607;23;17;39.3335754723,-87.7877174066;Clark;Illinois
608;13;19;42.470095744,-92.3088197079;Black Hawk;Iowa
609;161;17;41.4673285687,-90.5674126031;Rock Island;Illinois
610;15;18;40.582858561,-86.5634841334;Carroll;Indiana
611;101;42;40.0076360466,-75.1339446794;Philadelphia;Pennsylvania
612;165;27;43.9784278928,-94.6140606084;Watonwan;Minnesota
613;39;16;43.3538854014,-115.469262353;Elmore;Idaho
614;15;13;34.2376620909,-84.8403384771;Bartow;Georgia
615;153;29;36.6493218817,-92.4446635679;Ozark;Missouri
616;23;16;43.7229327365,-113.172032247;Butte;Idaho
617;19;72;18.2017062276,-66.3098725656;Barranquitas;Puerto Rico
618;57;49;41.2698430321,-111.913383934;Weber;Utah
619;127;29;39.8059654072,-91.622348013;Marion;Missouri
620;19;36;44.7462263534,-73.6781737453;Clinton;New York
621;3;45;33.544295273,-81.6346948405;Aiken;South Carolina
622;71;45;34.2898117968,-81.6001198539;Newberry;South Carolina
623;135;46;43.0089657475,-97.3947651219;Yankton;South Dakota
624;113;72;18.0027266437,-66.607258824;Ponce;Puerto Rico
625;131;42;41.5183294763,-76.0165514362;Wyoming;Pennsylvania
626;68;2;63.6716419513,-150.011714676;Denali;Alaska
627;217;21;37.3664545067,-85.3278346717;Taylor;Kentucky
628;45;54;37.8315338847,-81.9353404844;Logan;West Virginia
629;121;20;38.5635832261,-94.838056975;Miami;Kansas
630;153;51;38.701685538,-77.4776193547;Prince William;Virginia
631;77;22;30.7093956955,-91.6007888442;Pointe Coupee;Louisiana
632;69;17;37.5181798892,-88.2667801291;Hardin;Illinois
633;29;36;42.7582365339,-78.7796595828;Erie;New York
634;65;21;37.6924814699,-83.9643302311;Estill;Kentucky
635;27;41;45.5190279208,-121.651091385;Hood River;Oregon
636;137;19;41.0301399961,-95.1563757716;Montgomery;Iowa
637;35;12;29.4711426482,-81.2929913884;Flagler;Florida
638;231;13;33.0922652469,-84.3892346459;Pike;Georgia
639;9;46;42.9883723478,-97.8846508535;Bon Homme;South Dakota
640;75;45;33.438991479,-80.8002997359;Orangeburg;South Carolina
641;79;48;33.6041424405,-102.828435632;Cochran;Texas
642;99;37;35.2875866253,-83.1408496187;Jackson;North Carolina
643;43;49;40.8681663764,-110.955893455;Summit;Utah
644;31;40;34.6621223951,-98.4716796499;Comanche;Oklahoma
645;49;6;41.5898335739,-120.725028959;Modoc;California
646;35;47;35.9503879058,-84.9983515819;Cumberland;Tennessee
647;141;27;45.4439531217,-93.7745948671;Sherburne;Minnesota
648;35;46;43.6747378332,-98.1459868879;Davison;South Dakota
649;235;13;32.2322990847,-83.4759611368;Pulaski;Georgia
650;143;21;37.0191301368,-88.0832815032;Lyon;Kentucky
651;299;13;31.0536324937,-82.4236757904;Ware;Georgia
652;287;13;31.7163847519,-83.6240929756;Turner;Georgia
653;13;17;39.1692979289,-90.6675721556;Calhoun;Illinois
654;39;39;41.3239160959,-84.4904951214;Defiance;Ohio
655;59;12;30.8678906078,-85.8141023534;Holmes;Florida
656;59;28;30.4628875802,-88.6228415765;Jackson;Mississippi
657;15;4;35.7040584995,-113.757910618;Mohave;Arizona
658;51;45;33.9046109451,-78.9761374454;Horry;South Carolina
659;29;31;40.5241957601,-101.697946991;Chase;Nebraska
660;213;29;36.6547348009,-93.0411071081;Taney;Missouri
661;209;13;32.1733642109,-82.5348172563;Montgomery;Georgia
662;363;48;32.7531803783,-98.31302138;Palo Pinto;Texas
663;7;40;36.7497076523,-100.476834839;Beaver;Oklahoma
664;107;6;36.220156659,-118.80047248;Tulare;California
665;163;51;37.8144890524,-79.4472820902;Rockbridge;Virginia
666;103;47;35.1405167444,-86.5889416254;Lincoln;Tennessee
667;37;47;36.1695295563,-86.7848240917;Davidson;Tennessee
668;19;56;44.0387746178,-106.584632792;Johnson;Wyoming
669;71;72;18.4830555933,-67.014161744;Isabela;Puerto Rico
670;41;42;40.1636345517,-77.2655238393;Cumberland;Pennsylvania
671;13;36;42.3029409617,-79.4057576347;Chautauqua;New York
672;195;51;36.97522315,-82.6212020717;Wise;Virginia
673;25;28;33.6556666121,-88.7815761672;Clay;Mississippi
674;283;48;28.3450693013,-99.0996626872;La Salle;Texas
675;119;19;43.3804969625,-96.2102923903;Lyon;Iowa
676;73;5;33.2409810885,-93.6070389924;Lafayette;Arkansas
677;87;27;47.3252360192,-95.8090496343;Mahnomen;Minnesota
678;157;29;37.7071366717,-89.8244110855;Perry;Missouri
679;5;21;38.0039134141,-84.9910045711;Anderson;Kentucky
680;49;47;36.3804933554,-84.932458522;Fentress;Tennessee
681;137;47;36.5584092548,-85.0749898228;Pickett;Tennessee
682;107;30;46.4662809401,-109.844522327;Wheatland;Montana
683;89;46;45.7663736363,-99.2214553894;McPherson;South Dakota
684;147;39;41.1238795774,-83.1277054408;Seneca;Ohio
685;59;48;32.2976557,-99.3734880839;Callahan;Texas
686;121;26;43.2899298863,-86.5352341115;Muskegon;Michigan
687;93;6;41.5926866339,-122.540367763;Siskiyou;California
688;33;28;34.8753989481,-89.9917699831;DeSoto;Mississippi
689;69;29;36.2721371509,-90.0909046758;Dunklin;Missouri
690;5;22;30.2035444978,-90.9112912896;Ascension;Louisiana
691;41;51;37.378523092,-77.5869258358;Chesterfield;Virginia
692;77;17;37.7851065199,-89.3820759403;Jackson;Illinois
693;45;49;40.4487493593,-113.131090626;Tooele;Utah
694;45;12;29.9086211231,-85.2610062794;Gulf;Florida
695;351;48;30.7863091928,-93.7447410133;Newton;Texas
696;11;21;38.1449736906,-83.74266722;Bath;Kentucky
697;5;42;40.8122907682,-79.4645390704;Armstrong;Pennsylvania
698;205;48;35.8400259506,-102.602862784;Hartley;Texas
699;173;20;37.6847615589,-97.4609686791;Sedgwick;Kansas
700;107;39;40.5400113655,-84.6293603418;Mercer;Ohio
701;69;53;46.291133814,-123.433469914;Wahkiakum;Washington
702;137;31;40.5111130544,-99.4145428942;Phelps;Nebraska
703;147;48;33.5938097958,-96.1068276828;Fannin;Texas
704;43;20;39.7880806129,-95.1467942431;Doniphan;Kansas
705;130;2;55.4885148595,-131.030510343;Ketchikan Gateway;Alaska
706;57;37;35.7933524917,-80.2127487756;Davidson;North Carolina
707;117;42;41.7721614458,-77.2542641766;Tioga;Pennsylvania
708;13;32;41.4068465707,-118.111965828;Humboldt;Nevada
709;5;17;38.8868296401,-89.4355442381;Bond;Illinois
710;107;22;32.0016607751,-91.3400729965;Tensas;Louisiana
711;111;8;37.764043073,-107.676147275;San Juan;Colorado
712;29;41;42.4321558891,-122.728517877;Jackson;Oregon
713;91;18;41.5490215572,-86.7423662187;LaPorte;Indiana
714;33;17;39.0026980674,-87.7595511478;Crawford;Illinois
715;51;39;41.60179891,-84.130079524;Fulton;Ohio
716;195;19;43.3773984485,-93.2608475497;Worth;Iowa
717;137;18;39.1034546659,-85.262386374;Ripley;Indiana
718;55;17;37.9922926916,-88.9241655023;Franklin;Illinois
719;17;1;32.9143722298,-85.3920429513;Chambers;Alabama
720;141;47;36.1408328072,-85.495190724;Putnam;Tennessee
721;9;38;48.792167798,-100.833304016;Bottineau;North Dakota
722;33;27;44.0071075264,-95.1811530449;Cottonwood;Minnesota
723;133;5;33.9972551652,-94.2412727038;Sevier;Arkansas
724;20;2;61.1482627033,-149.188568553;Anchorage;Alaska
725;161;39;40.8553982409,-84.5860991255;Van Wert;Ohio
726;9;26;45.0073838126,-85.1758221578;Antrim;Michigan
727;75;26;42.2484873981,-84.423437303;Jackson;Michigan
728;109;28;30.7687104974,-89.5897506359;Pearl River;Mississippi
729;117;21;38.9334528592,-84.5333168381;Kenton;Kentucky
730;73;47;36.4411634364,-82.9446876646;Hawkins;Tennessee
731;85;55;45.7055576976,-89.5218199491;Oneida;Wisconsin
732;35;22;32.7325534614,-91.2350651111;East Carroll;Louisiana
733;151;21;37.7201835062,-84.2779980048;Madison;Kentucky
734;251;48;32.3790131031,-97.3663297978;Johnson;Texas
735;49;18;41.0469632989,-86.2635836849;Fulton;Indiana
736;149;28;32.3572296163,-90.852011211;Warren;Mississippi
737;139;13;34.316890097,-83.81967864;Hall;Georgia
738;45;8;39.599307179,-107.903956154;Garfield;Colorado
739;153;72;18.0795649599,-66.8582828252;Yauco;Puerto Rico
740;13;25;42.1351123414,-72.6316491133;Hampden;Massachusetts
741;59;19;43.3779847631,-95.1508300608;Dickinson;Iowa
742;61;51;38.7386464353,-77.8092394301;Fauquier;Virginia
743;7;55;46.6354343394,-91.1806847226;Bayfield;Wisconsin
744;63;21;38.1178916805,-83.0976163428;Elliott;Kentucky
745;510;32;39.1511464297,-119.747422249;Carson City;Nevada
746;3;4;31.8796370864,-109.751263137;Cochise;Arizona
747;7;12;29.9499595746,-82.1687777662;Bradford;Florida
748;91;28;31.2308171304,-89.8224429891;Marion;Mississippi
749;111;72;18.0244444435,-66.7279463804;Peñuelas;Puerto Rico
750;530;51;37.731927576,-79.3568295188;Buena Vista;Virginia
751;1;38;46.096820597,-102.528498668;Adams;North Dakota
752;457;48;30.7712321484,-94.3765939282;Tyler;Texas
753;33;35;36.0105961,-104.944975073;Mora;New Mexico
754;167;13;32.7014650504,-82.6600810997;Johnson;Georgia
755;95;5;34.6778362856,-91.2038921969;Monroe;Arkansas
756;19;54;38.0287775598,-81.0811920732;Fayette;West Virginia
757;149;31;42.4212881344,-99.4499297346;Rock;Nebraska
758;197;51;36.9171118758,-81.0786676313;Wythe;Virginia
759;471;48;30.7390448597,-95.5722839299;Walker;Texas
760;145;72;18.4557008482,-66.3966030173;Vega Baja;Puerto Rico
761;91;13;32.1721824488,-83.168399978;Dodge;Georgia
762;41;55;45.6673207505,-88.7703948628;Forest;Wisconsin
763;67;31;40.261929702,-96.6894414425;Gage;Nebraska
764;35;49;40.6673139262,-111.923601307;Salt Lake;Utah
765;3;9;41.8064287933,-72.7328122495;Hartford;Connecticut
766;85;31;40.5247823592,-101.06184392;Hayes;Nebraska
767;47;42;41.4252272843,-78.6490862597;Elk;Pennsylvania
768;700;51;37.0760435997,-76.5164553837;Newport News;Virginia
769;179;48;35.4011632567,-100.812558034;Gray;Texas
770;67;5;35.5992402368,-91.2145376687;Jackson;Arkansas
771;31;23;43.4292261998,-70.6701460671;York;Maine
772;7;28;33.0862934726,-89.5815415958;Attala;Mississippi
773;149;18;41.2809264377,-86.6476485661;Starke;Indiana
774;123;27;45.0170541432,-93.099606274;Ramsey;Minnesota
775;113;27;48.0662320513,-96.0366682912;Pennington;Minnesota
776;253;48;32.7399038738,-99.8787442497;Jones;Texas
777;147;72;18.1252645849,-65.4323048679;Vieques;Puerto Rico
778;21;56;41.3070676864,-104.689620569;Laramie;Wyoming
779;335;48;32.3062117521,-100.921228654;Mitchell;Texas
780;678;51;37.7825305611,-79.4438937578;Lexington;Virginia
781;79;37;35.4849957203,-77.6757626742;Greene;North Carolina
782;167;21;37.8110307874,-84.8744366862;Mercer;Kentucky
783;61;31;40.1763448561,-98.9527962385;Franklin;Nebraska
784;207;20;37.886670206,-95.7401677072;Woodson;Kansas
785;77;30;46.856415378,-112.936158101;Powell;Montana
786;158;2;62.160012711,-163.525464784;Kusilvak;Alaska
